name,1900-12-31,1901-12-31,1902-12-31,1903-12-31,1904-12-31,1905-12-31,1906-12-31,1907-12-31,1908-12-31,1909-12-31,1910-12-31,1911-12-31,1912-12-31,1913-12-31,1914-12-31,1915-12-31,1916-12-31,1917-12-31,1918-12-31,1919-12-31,1920-12-31,1921-12-31,1922-12-31,1923-12-31,1924-12-31,1925-12-31,1926-12-31,1927-12-31,1928-12-31,1929-12-31,1930-12-31,1931-12-31,1932-12-31,1933-12-31,1934-12-31,1935-12-31,1936-12-31,1937-12-31,1938-12-31,1939-12-31,1940-12-31,1941-12-31,1942-12-31,1943-12-31,1944-12-31,1945-12-31,1946-12-31,1947-12-31,1948-12-31,1949-12-31,1950-12-31,1951-12-31,1952-12-31,1953-12-31,1954-12-31,1955-12-31,1956-12-31,1957-12-31,1958-12-31,1959-12-31,1960-12-31,1961-12-31,1962-12-31,1963-12-31,1964-12-31,1965-12-31,1966-12-31,1967-12-31,1968-12-31,1969-12-31,1970-12-31,1971-12-31,1972-12-31,1973-12-31,1974-12-31,1975-12-31,1976-12-31,1977-12-31,1978-12-31,1979-12-31,1980-12-31,1981-12-31,1982-12-31,1983-12-31,1984-12-31,1985-12-31,1986-12-31,1987-12-31,1988-12-31,1989-12-31,1990-12-31,1991-12-31,1992-12-31,1993-12-31,1994-12-31,1995-12-31,1996-12-31,1997-12-31,1998-12-31,1999-12-31,2000-12-31,2001-12-31,2002-12-31,2003-12-31,2004-12-31,2005-12-31,2006-12-31,2007-12-31,2008-12-31,2009-12-31,2010-12-31,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31
CUXHAVEN/STEUBENHÖFT,627.0,627.0,624.0,634.0,625.0,628.0,631.0,624.0,622.0,624.0,627.0,625.0,627.0,624.0,627.0,623.0,634.0,632.0,631.0,629.0,631.0,637.0,634.0,637.0,632.0,640.0,643.0,638.0,636.0,630.0,633.0,639.0,635.0,627.0,631.0,638.0,638.0,632.0,640.0,634.0,640.0,635.0,634.0,640.0,645.0,644.0,638.0,624.0,639.0,643.0,636.0,633.0,640.0,639.0,637.0,645.0,639.0,641.0,643.0,633.0,633.0,651.0,647.0,633.0,634.0,647.0,648.0,657.0,645.0,640.0,649.0,642.0,631.0,648.0,647.0,647.0,640.0,647.0,648.0,648.0,654.0,662.0,654.0,660.0,645.0,648.0,646.0,650.0,658.0,650.0,660.0,643.0,648.0,649.0,658.0,659.0,640.0,650.0,657.0,658.0,655.0,654.0,656.0,653.0,656.0,653.0,653.0,663.0,658.0,649.0,653.0,656.0,653.0,651.0,652.0,663.0
